no,name,code,gu,zip,tel,fax,www,hr,off,class,lati,longi,year
1347,글바라기(신정이펜하우스1단지),2,양천구,서울특별시 양천구 신정이펜1로 51 신정이펜하우스1단지,02-2601-0798,,,,토일요일,작은도서관,37.5157551,126.826925,20120711
1484,기쁨을나누는작은도서관,2,양천구,서울특별시 양천구 월정로 62 상아아름아파트 B101,02-2692-2369,,,,없음,작은도서관,37.5252742,126.841472,20140922
672,꿈꾸는 도서관,2,양천구,서울특별시 양천구 신월로24길 19 상아아름아파트 B101,070-4755-3705,,,,일요일 공휴일,작은도서관,37.5202686,126.847412,20080312
1485,꿈사다리도서관,2,양천구,서울특별시 양천구 목동중앙남로 57 2층,,,,,일요일,작은도서관,37.53901,126.866039,20140422
1343,나무그늘(신정이펜하우스3단지),2,양천구,서울특별시 양천구 신정이펜1로 50 신정이펜하우스 3단지,02-2603-0852,,,,일요일,작은도서관,37.5129454,126.830537,20120403
665,넓은들 작은도서관,2,양천구,서울특별시 양천구 남부순환로88길 5-7 현장민원실,02-2620-4041,,http://lib.yangcheon.go.kr/,,토·일요일 법정공휴일,작은도서관,37.5118799,126.841432,20040614
654,달마을작은도서관(목2동 도서방),2,양천구,서울특별시 양천구 목동중앙본로 120 목2동주민센터 2층,02-2620-3979,2642-4457,http://lib.yangcheon.go.kr/,,일요일법정공휴일,작은도서관,37.5467287,126.871702,19970731
1486,마을도서관(학마을2단지),2,양천구,서울특별시 양천구 신정로14길 1 학마을아파트 2단지,02-2696-8412,,,,토요일일요일,작은도서관,37.5096644,126.845004,20130704
655,목3동꿈자람작은도서관,2,양천구,서울특별시 양천구 목동중앙남로16나길 55,02-2654-3970,,http://lib.yangcheon.go.kr/,,일요일 공휴일,작은도서관,37.5449773,126.864437,20141017
1412,목마도서관,2,양천구,서울특별시 양천구 목동서로 41 목5동주민센터,02-2652-8910,,http://lib.yangcheon.go.kr/page_redir.asp?key=6,,매주 일요일 법정 공휴일,공공도서관,37.5371733,126.8817312,20090701
656,미감도서관,2,양천구,서울특별시 양천구 목동 중앙남로 57-14,02-2652-5481,,http://lib.yangcheon.go.kr/,,일요일법정공휴일,공공도서관,37.538932,126.865325,20000101
1763,방송통신심의위원회 자료실,2,양천구,서울특별시 양천구 목동동로 233 한국방송회관 17층 자료실,02-3219-5295,,http://booker.kocsc.or.kr/,,토요일 일요일 법정공휴일,,37.526933,126.871388,
651,방아다리문학도서관,2,양천구,서울특별시 양천구 화곡로4길 10,02-2620-4149,,http://lib.yangcheon.go.kr,,매주일요일 및 법정공휴일,공공도서관,37.538526,126.827164,20101215
1348,사랑방문고(신정이펜5단지),2,양천구,서울특별시 양천구 신정이펜1로 27 신정이펜하우스 5단지,02-2602-0293,,,,화목토일요일,작은도서관,37.5110152,126.833496,20120725
1487,새희망작은도서관,2,양천구,서울특별시 양천구 지양로 96 2층,,,,,열람실,작은도서관,37.5240039,126.831955,20140721
2065,생명샘작은도서관,2,양천구,서울특별시 양천구 목동중앙본로3길 10 2층,02-2653-1531,,,,일요일,작은도서관,37.53915569,126.8688109,
15,서울특별시교육청양천도서관,2,양천구,서울특별시 양천구 목동서로 113,02-2062-3900,,http://yclib.sen.go.kr,,첫째셋째 목요일 법정공휴일(일요일제외),공공도서관,37.533389,126.876088,19900709
2066,숲 속 북카페,2,양천구,서울특별시 양천구 신정로 110 신정 숲 속 마을 주민공동시설 2층,02-2060-6913,,,,토일요일 법정휴일,작은도서관,37.50612432,126.8339302,
657,신월1동 고운달 작은도서관,2,양천구,서울특별시 양천구 곰달래로1길 38 신월1동주민센터,02-2620-4069,,http://lib.yangcheon.go.kr/,,토 일 공휴일,작은도서관,37.5334933,126.831644,19980410
658,신월2동 고운맘 작은도서관,2,양천구,서울특별시 양천구 중앙로53길 47 신월2동주민센터,02-2694-5454,,http://lib.yangcheon.go.kr/,,일요일 법정공휴일,작은도서관,37.5255166,126.844549,20001101
659,신월3동 달빛마을작은도서관,2,양천구,서울특별시 양천구 남부순환로54길 5 신월3동주민센터,02-2620-4108,,http://lib.yangcheon.go.kr/,,토 일요일 법정공휴일,작은도서관,37.5341909,126.829091,20010602
660,신월6동 도서방,2,양천구,서울특별시 양천구 신남3길 6,02-2620-4161,,http://lib.yangcheon.go.kr/,,매주일요일,작은도서관,37.5166696,126.843675,19991119
661,신월7동 도서방,2,양천구,서울특별시 양천구 남부순환로70길 16-3 신월7동주민센터,02-2698-8338,,http://lib.yangcheon.go.kr/,,일요일공휴일,작은도서관,37.5233881,126.834642,20001026
56,신월디지털정보도서관,2,양천구,서울특별시 양천구 오목로5길 34,02-2065-1260~4,02-2065-1265,http://lib.yangcheon.go.kr,,매주 월요일 및 법정 공휴일,공공도서관,37.524669,126.840078,20060201
662,신정1동 그린나래 작은도서관,2,양천구,서울특별시 양천구 중앙로32길 1 신정1동주민센터,02-2084-5384,,http://lib.yangcheon.go.kr/,,법정 공휴일,작은도서관,37.5191442,126.854382,19990924
667,신정6동 도서방,2,양천구,서울특별시 양천구 목동서로 353,2620-4303,,http://lib.yangcheon.go.kr/,,일요일 및 공휴일,작은도서관,37.5175674,126.864466,20001101
668,신정7동도서방,2,양천구,서울특별시 양천구 목동동로 37,02-2620-4327,,http://lib.yangcheon.go.kr/,,일요일 및 공휴일,작은도서관,37.5144139,126.859673,20030601
2067,아인어린이작은도서관,2,양천구,서울특별시 양천구 신정로 13길 21 3층,,,,,,작은도서관,37.5113007,126.8425691,
673,양천연세주민문고,2,양천구,서울특별시 양천구 절골8길 16,02-2695-9191,070-7500-5195,,,토일요일,작은도서관,37.517841,126.845249,20080331
1407,양천영어특성화도서관,2,양천구,서울특별시 양천구 목동동로 81 해누리타운 7층 양천영어도서관 및 영어체험센터,02-2654-8493,,lib.yangcheon.go.kr/,,매주일요일 법정 공휴일,공공도서관,37.516035,126.863767,20110302
2064,에듀카페 맘,2,양천구,서울특별시 양천구 월정로48길 15-2 ,02-792-7937,,,,,작은도서관,37.54148494,126.8325936,
1344,은행정 책마당,2,양천구,서울특별시 양천구 오목로 110,02-2665-0748,,bookmadang.tistory.com,,토일요일,작은도서관,37.5236377,126.849666,20120622
670,이레작은도서관,2,양천구,서울특별시 양천구 목동중앙남로 57-7,02-2653-8009,2646-0143,,,일요일,작은도서관,37.5392874,126.865674,20061102
1341,종이비행기 작은도서관,2,양천구,서울특별시 양천구 월정로 145 삼보빌딩 4층,070-7397-5313,,cafe.naver.com/paperairl,,매주 토요일,작은도서관,37.5323695,126.836951,20111115
1488,지양마을작은도서관,2,양천구,서울특별시 양천구 지양로17길 33,02-2692-1704,,http://lib.yangcheon.go.kr,,월요일일요일,작은도서관,37.5226667,126.826625,20130102
2063,채움도서관,2,양천구,서울특별시 양천구 목동동로12길 55 2층,,,,,없음,작은도서관,37.52242794,126.8774059,
679,책읽는쉼터,2,양천구,서울특별시 양천구 목동동로 10 관리사무소 (목동신시가지아파트11단지),02-2655-0427,,,,화수금토일요일,작은도서관,37.5120543,126.858369,20090522
677,푸른나래 어린이 도서관,2,양천구,서울특별시 양천구 남부순환로 340 3층(일성빌딩),02-2694-7909,,cafe.daum.net/png7909,,토일요일 법정휴일,작은도서관,37.5367057,126.827506,20090318
1489,푸른마을해바라기작은도서관(푸른마을1단지),2,양천구,서울특별시 양천구 신정로7길 70 푸른마을아파트 1단지,02-2060-7183,,,,화요일목요일토요일일요일,작은도서관,37.5127978,126.836332,20130709
1351,한사랑작은도서관,2,양천구,서울특별시 양천구 목동동로 33,02-2648-5244,,,,없음,작은도서관,37.514549,126.85966,20130228
1895,한어울터(신정이펜4단지),2,양천구,서울특별시 양천구 신정이펜1로 51 신정이펜하우스 4단지,02-2604-1185,,,,-,작은도서관,37.510763,126.829757,
1841,해맞이도서관,2,양천구,서울특별시 양천구 지양로 37 ,02-2699-9223,,lib.yangcheon.go.kr/,,매주 월요일 및 법정공휴일,공공도서관,37.519936,126.834857,
1490,행복한도서관,2,양천구,서울특별시 양천구 목동로15길 16-1 지층,070-7524-6061,,,,없음,작은도서관,37.5242816,126.862633,20141106
663,호롱불작은도서관,2,양천구,서울특별시 양천구 목동동로 152 신정2동주민센터,02-2620-4229,,http://lib.yangcheon.go.kr/,,토일요일.공휴일,작은도서관,37.5197363,126.87057,20001101
2069,H HOUSE 라이브러리,3,영등포구,서울특별시 영등포구 시흥대로 595(대림뉴스테이 201호),070-7865-1924010-7290-9483,,,,토일법정공휴일,작은도서관,37.48608032,126.903453,
1772,KBS 도서관,3,영등포구,서울특별시 영등포구 여의공원로 13 한국방송공사 내,02-781-1661,,,,토요일 일요일 법정공휴일,,37.525582,126.916459,
2,국회도서관,3,영등포구,서울특별시 영등포구 의사당대로 1,02-788-4211,-,http://www.nanet.go.kr,,매월 둘째 넷째 토요일,공공도서관,37.532457,126.917115,19520220
1771,금융감독원 자료실,3,영등포구,서울특별시 영등포구 여의대로 38,02-3145-5993,,http://s1332.fss.or.kr/fss/kr/info/library/search_library.jsp,,토요일 일요일 법정공휴일,,37.523025,126.921397,
690,꿈이있는 도서관,3,영등포구,서울특별시 영등포구 신풍로16길 1 남서울교회,02-833-7213,833-7214,,,법정공휴일 ,작은도서관,37.5000642,126.915265,20100628
2070,나무야 작은도서관,3,영등포구,서울특별시 영등포구 도림로 331 403호,02-848-0815010-3291-4400,,,,토일법정공휴일,작은도서관,37.506955,126.900838,
2068,단비작은도서관,3,영등포구,서울특별시 영등포구 도신로 63 태원빌딩 2층,010-9176-9145,,,,토일법정공휴일,작은도서관,37.5061515,126.8995637,
697,당산1동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 영등포구 양산로23길 11,02-2677-7916,2677-7916,,,토요일일요일법정공휴일,작은도서관,37.525006,126.897365,20060104
698,당산2동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 당산로 235 당산2동주민센터,02-2632-2276,,,,토일법정공휴일,작은도서관,37.5349077,126.902118,20060123
685,당성책세상우리세상문고,3,영등포구,서울특별시 영등포구 당산로16길 25,02-2675-9191,2676,,,토요일일요일공휴일,작은도서관,37.5226548,126.898741,20070613
682,대길열린문고,3,영등포구,서울특별시 영등포구 영등포로84길 24-14 사회복지법인 대길사회복지재단,02-831-9798,831-9997,,,매주 토요일,작은도서관,37.5121278,126.921473,20050530
709,대림1동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 디지털로 441 대림제1동주민센터,02-834-4560,,,,토일요일공휴일,작은도서관,37.4963673,126.90596,19971230
710,대림2동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 대림로23길 25,02-832-1215,,,,토일요일 공휴일,작은도서관,37.4935966,126.898143,19981014
711,대림3동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 대림로 197,02-832-4705,2670-1445,,,토일법정공휴일,작은도서관,37.4988691,126.898055,20060113
80,대림정보문화도서관,3,영등포구,서울특별시 영등포구 도신로 27,02-828-3700,02-828-3701,http://www.dllib.or.kr,,매주 월요일『관공서의 공휴일에 관한 규정』이 정하는 공휴일 단 일요일 제외,공공도서관,37.504251,126.89606,20080122
680,도림도서관,3,영등포구,서울특별시 영등포구 도영로 37 도림교회 사회봉사관 2층,02-2181-6097,848-3207,,,공휴일,작은도서관,37.511231,126.897153,19900302
699,도림동새마을 공립작은도서관,3,영등포구,서울특별시 영등포구 도신로33길 4,02-833-3036,,,,토일법정공휴일,작은도서관,37.5102316,126.908046,20060112
1516,동네작은도서관,3,영등포구,서울특별시 영등포구 당산로 214 당산 삼성 래미안 4차 아파트 상가1동 B1호,,,,,토요일일요일,작은도서관,37.532308,126.90314,20140728
1517,두껍아두껍아 어린이도서관,3,영등포구,서울특별시 영등포구 디지털로 412 2층,02-2631-2534,,,,월요일 화요일수요일,작은도서관,37.5243795,126.8984841,20060628
1518,두날개작은도서관,3,영등포구,서울특별시 영등포구 가마산로 333 유현빌딩,02-824-3796,02-831-4179,,,법정공휴일,작은도서관,37.4996623,126.896284,20130101
1987,목화마을공립작은도서관,3,영등포구,서울특별시 영등포구 선유로13길 25 (문래동6가) 에이스하이테크시티2차 218호 ,02-811-7410,,http://little.dllib.or.kr:9014/KLAS_USER_PAGE/711202/Main ,,토일요일 및 공휴일,작은도서관,37.51898057,126.88628,
700,문래동새마을공립작은도서관,3,영등포구,서울특별시 영등포구 도림로141가길 16,02-2068-8919,,http://cafe.naver.com/moongo,,토일법정공휴일,작은도서관,37.5160235,126.891343,20060104
102,문래정보문화도서관,3,영등포구,서울특별시 영등포구 문래로20길 49,02-2629-8600,02-2629-8601,http://www.mllib.or.kr,,매주 금요일 및 법정 공휴일,공공도서관,37.51684,126.890888,20081114
1767,보험연구원(kiri),3,영등포구,서울특별시 영등포구 국제금융로6길 38 화재보험협회 8층,02-3775-9080,,http://lib.kiri.or.kr/,,토요일 일요일 법정공휴일,,37.521345,126.925982,
19,서울특별시교육청영등포평생학습관,3,영등포구,서울특별시 영등포구 버드나루로15길 10,02-6712-7500~7571,(02)2636-1680,http://ydpllc.sen.go.kr,,매월 둘째 넷째 월요일 법정공휴일(일요일제외),공공도서관,37.525903,126.907193,19740601
109,선유정보문화도서관,3,영등포구,서울특별시 영등포구 선유로43가길 10-8,02-2163-0800,02-2163-0801,http://www.sylib.or.kr,,매주 월요일『관공서의 공휴일에 관한 규정』이 정하는 공휴일 단 일요일 제외,공공도서관,37.533275,126.892916,20090714
703,신길1동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 영등포로84길 24-5 신길종합사회복지관,070-8895-1184,,,,토일법정공휴일,작은도서관,37.5123892,126.92146,20060113
694,신길2동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 영등포로64길 15 청소년문화회관내 1층 문고,02-843-5935,,,,일격주월요일공휴일,작은도서관,37.5142962,126.917009,20060104
704,신길3동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 신길로41라길 13-8 신길3동주민센터 2층,070-8895-1185,,,,토일요일.공휴일,작은도서관,37.5083553,126.907766,20060113
705,신길4동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 신길로42길 1 신길4동주민센터,02-849-0394,,,,토일법정공휴일,작은도서관,37.5093099,126.911187,20060104
706,신길5동새마을공립작은도서관,3,영등포구,서울특별시 영등포구 도림로 264 신길5동주민센터,02-836-1005,,http://cafe.daum.net/singil5mongo,,토일법정공휴일,작은도서관,37.5021593,126.905235,19980729
707,신길6동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 대방천로 193 구립신길6동복지회관,02-835-7476,848-8228,http://cafe.naver.com/moongo,,토요일 일요일공휴일,작은도서관,37.4997347,126.912439,20060104
708,신길7동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 여의대방로43길10 신길7동 주민센터 5층,070-8895-1186,2670-1375,http://cafe.naver.com/moongo,,토일법정공휴일,작은도서관,37.5069624,126.921343,19971229
1665,쌍용도서관,3,영등포구,서울특별시 영등포구 도영로7길 15 쌍용플레티넘시티 104동 2층,,,,,법정공휴일,작은도서관,37.5090748,126.8944669,
701,양평1동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 영등포로 11길 12 양평1동주민센터,02-2670-1198,2670-1210,http://cafe.naver.com/moongo,,토일법정공휴일,작은도서관,37.5250569,126.888225,19990211
702,양평2동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 선유로53길 20-7 구립양평제2동복지관 3층,02-2679-5252,,http://cafe.naver.com/moongo,,토요일일요일공휴일,작은도서관,37.5390248,126.896385,20090213
1519,언니네작은도서관,3,영등포구,서울특별시 영등포구 대림로35길 13 2층,02-715-6210,,http://cafe.naver.com/seoulwomen,,월요일 일요일,작은도서관,37.4989248,126.896607,20140103
1666,에듀까페 맘 작은도서관,3,영등포구,서울특별시 영등포구 대방천로 140-1,,,,,법정공휴일,작은도서관,37.4992403,126.9064037,
696,여의동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 국제금융로 124 여의동주민센터 3층,02-784-2268,2670-1100,http://cafe.naver.com/moongo,,토일법정공휴일,작은도서관,37.5190325,126.934569,20060113
1388,여의디지털도서관,3,영등포구,서울특별시 영등포구 여의대로 24,02-2629-2222,,http://www.yulib.or.kr,,매주 금요일 및 법정 공휴일,공공도서관,37.5221336,126.920243,20140318
695,영등포동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 영신로 200 서울시립청소년 직업체험센터 자치회관 1층,02-2636-8222,,http://cafe.naver.com/ydpbookclub,,토일법정공휴일,작은도서관,37.525918,126.903259,1997
693,영등포본동 새마을공립작은도서관,3,영등포구,서울특별시 영등포구 신길로61길 17 영등포본동주민센터 3층,02-847-8883,,http://cafe.naver.com/moongo ,,토일법정공휴일,작은도서관,37.5151863,126.909307,20060104
692,영등포새마을구지부공립작은도서관,3,영등포구,서울특별시 영등포구 국회대로 596 영등포구민회관 3층,02-2678-9997 ,2672-9996,http://cafe.naver.com/moongo ,,토일법정공휴일,작은도서관,37.5269117,126.900139,20051220
1520,요셉의원작은도서관,3,영등포구,서울특별시 영등포구 경인로 100길 6,,02-2677-5839,www.josephclinic.org,,목요일토요일일요일,작은도서관,37.5155796,126.90505,20131008
1769,주택산업연구원 도서관,3,영등포구,서울특별시 영등포구 국제금융로8길 25 주택건설회관 10층,02-3215-7619,,,,토요일 일요일 법정공휴일,,37.520286,126.92846,
1770,중소기업중앙회 자료정보실,3,영등포구,서울특별시 영등포구 은행로 30 중소기업중앙회 자료정보실,02-2124-3153,,info.kbiz.or.kr,,토요일 일요일 법정공휴일 창립기념일(5월 14일),,37.528154,126.922649,
1773,한국가정법률상담소 도서실,3,영등포구,서울특별시 영등포구 국회대로76가길 14,02-780-5688,,,,토요일 일요일 법정공휴일,,37.530671,126.924401,
1768,한국경제연구원 정보자료센터,3,영등포구,서울특별시 영등포구 여의대로 24 전경련회관 45층,02-3771-0001,,,,토요일 일요일 법정공휴일,,37.52267,126.920181,
1764,한국노동조합총연맹 도서관,3,영등포구,서울특별시 영등포구 국제금융로6길 26,02-6277-0067,,http://inochong.egentouch.com/main.do?action=main,,토요일 일요일 법정공휴일,,37.521919,126.926947,
1765,한국소방안전협회 자료실,3,영등포구,서울특별시 영등포구 영중로 170 한국소방안전협회 5층 자료실,02-2671-8610,,http://kfsa.or.kr/info/e-library/library_01.php?pgid=4_291_292,,토요일 일요일 법정공휴일,,37.531548,126.906295,
1774,한국화재보험협회 자료실,3,영등포구,서울특별시 영등포구 국제금융로6길 38 화재보험협회 ,02-3780-0313,,http://www.kfpa.or.kr/business/bu_06_04_01_Simple.asp,,토요일 일요일 법정공휴일,,37.521345,126.925982,
1775,한림대학교 강남성심병원 도서실,3,영등포구,서울특별시 영등포구 신길로 1,02-829-5091,,http://dl.hallym.or.kr/hl/,,토요일 일요일 법정공휴일,,37.492843,126.908631,
687,한믿음도서관,3,영등포구,서울특별시 영등포구 대방천로12길 5-2,02-847-8228,848-8228,,,법정공휴일,작은도서관,37.4991401,126.908891,20080930
1766,한화생명 정보자료실,3,영등포구,서울특별시 영등포구 63로 50 63한화생명빌딩 4층 한화생명 정보자료실,02-789-8952,,https://lib.hanwhalife.com/index.ax,,토요일 일요일 법정공휴일,,37.519465,126.939833,
683,함께하는작은도서관,3,영등포구,서울특별시 영등포구 대림로 248 2층,02-831-8391,832-0039,,,월요일일요일공휴일,작은도서관,37.5032973,126.896786,20051214
1667,해오름어린이작은도서관,3,영등포구,서울특별시 영등포구 당산로44길 3,02-2679-6270,,,,매주 토요일일요일,작은도서관,37.5318938,126.9010824,
2102,(이촌2동)나루 이촌북카페,12,용산구,서울특별시 용산구 이촌로18길 20(이촌2동 주민센터),02-2199-8756,,https://www.yslibrary.or.kr/(예정),,매주 일요일 및 법정 공휴일,작은도서관,37.52628148,126.9546578,
1670,U+ Library,12,용산구,서울특별시 용산구 한강대로 32 (한강로3가) 1층,070-4080-9002,,,,주말 법정공휴일 ,작은도서관,37.5237879,126.9635091,
720,고래이야기,12,용산구,서울특별시 용산구 효창원로 157 효창맨숀아파트,070-8805-7864,,,,일요일공휴일,작은도서관,37.5420536,126.961687,20110201
2108,고래이야기 작은도서관,12,용산구,서울특별시 용산구 효창원로 157(효창맨숀아파트),070-8950-0615,,https://hyochanglove.modoo.at,,월 일요일,작은도서관,37.54194337,126.9616909,
1777,국립중앙박물관 도서관,12,용산구,서울특별시 용산구 서빙고로 137,02-2077-9328,,http://www.museum.go.kr/site/main/content/library_introduce,,매주 월요일 및 공휴일 기타(국립중앙박물관장이 지정한 날),,37.524664,126.977727,
1832,국립한글박물관 한글도서관,12,용산구,서울특별시 용산구 서빙고로 139 국립한글박물관,02-2124-6461,,http://nuri.hangeul.go.kr/,,법정공휴일,,37.521191,126.980895,
1776,국방부 군사편찬연구소 정보자료실,12,용산구,서울특별시 용산구 이태원로 29 전쟁기념관 4층,02-709-3187,,http://www.imhc.mil.kr/user/indexSub.action?codyMenuSeq=70395&siteId=imhc&menuUIType=top,,토요일 일요일 법정공휴일,,37.536215,126.977763,
1781,국방부 도서실,12,용산구,서울특별시 용산구 이태원로 22 ,02-748-5039,,,,토요일 일요일 법정공휴일,,37.533561,126.977674,
717,글로벌아동도서관,12,용산구,서울특별시 용산구 이촌로 248 한강맨션 37-103,070-7535-8996,,http://cafe.naver.com/mokminls,,방학중 일요일/학기중 토일요일,작은도서관,37.5199583,126.975006,20090224
1354,꿈꾸는 책마을,12,용산구,서울특별시 용산구 장문로 95 보광동 주민센터 1층,02-2199-8747,2199-5990,,,매주 토일요일,작은도서관,37.5269266,127.000128,20120201
1420,나루 이촌북카페,12,용산구,서울특별시 용산구 이촌로18길 20 이촌2동 주민센터 2층,02-2199-8756,02-2199-5940,,,일요일,작은도서관,37.5275999,126.954694,20140520
2131,남영동 독서사랑문고,12,용산구,서울특별시 용산구 두텁바위로1길 13(남영동) 경로당 지하1층,02-775-9260,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.54570549,126.9730909,
721,남영동 새마을문고,12,용산구,서울특별시 용산구 두텁바위로1길 13,02-775-9260,,,,방학중 일요일/학기중 토일요일,작은도서관,37.5465575,126.973054,20050831
714,다시서기문고,12,용산구,서울특별시 용산구 한강대로92길 6(갈월동빌딩) 3층,02-777-5217,777-5394,cafe.naver.com/bookandcamp,,주말 및 공휴일,작은도서관,37.5463117,126.972512,2006
719,단꿈작은도서관,12,용산구,서울특별시 용산구 두텁바위로1길 70(후암동)2층,02-3789-1216,3789-1218,,,주말 법정공휴일,작은도서관,37.5473263,126.975675,20111118
1671,배다리작은도서관,12,용산구,서울특별시 용산구 청파로 326 (청파동1가) 2층,070-7710-9971,,,,월일 법정공휴일,작은도서관,37.54871053,126.9702019,
1778,백범김구기념관 자료실,12,용산구,서울특별시 용산구 임정로 26,02-799-3430,,http://kimkoo.egentouch.com/main.do?action=main,,월요일 금~일요일 국정공휴일 기타(백범김구기념관장이 지정한 날) ,,37.545025,126.959742,
2109,백합어린이 작은도서관,12,용산구,서울특별시 용산구 후암로15길 19-22(후암백합교회),02-755-0525,,www.seoulvision.org,,일공휴일,작은도서관,37.54871921,126.9768015,
715,백합어린이도서관,12,용산구,서울특별시 용산구 후암로15길 19-22 후암백합교회,02-755-0525,756-4792,http://cafe.naver.com/100kidsbook,, 공휴일일요일,작은도서관,37.5494045,126.976826,20080315
1421,북카페 두드림,12,용산구,서울특별시 용산구 효창원로8길 3 원효로2동 주민센터 4층,02-2199-8500,02-2199-5890,,,토일요일,작은도서관,37.5356973,126.951523,20140423
1422,북카페 라온아토,12,용산구,서울특별시 용산구 한강대로 38길 28 한강로동주민센터 3층,02-2199-8743,,,,토일요일,작은도서관,37.5294507,126.969224,20141030
1355,북카페 자유다,12,용산구,서울특별시 용산구 서빙고로 279 서빙고동주민센터 1층,02-2199-8746,2199-5980,,,토일요일,작은도서관,37.5218016,126.994651,20120130
1423,북카페 청마루,12,용산구,서울특별시 용산구 녹사평대로 150(용산구종합행정타운) 10층,02-2199-8967,02-2199-5520,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.5330502,126.990376,20110415
2105,서빙고동 작은도서관,12,용산구,서울특별시 용산구 서빙고로 279(서빙고동주민센터),02-2199-8746,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.5204768,126.9946517,
716,서울비전문고,12,용산구,서울도서관 용산구 원효로71길 24 서울비전교회,02-703-9641,703-9661,http://blog.daum.net/anyjigi/1676155,,월 일요일,작은도서관,37.5387015,126.963873,20080404
2110,서울비젼문고,12,용산구,서울특별시 용산구 원효로71길 24(서울비전교회),02-703-9641,,,,월요일,작은도서관,37.53807337,126.9639016,
7,서울특별시교육청남산도서관,12,용산구,서울특별시 용산구 소월로 109,02)754-7338,02)754-6545,nslib.sen.go.kr,,매월 1 3주 월요일,공공도서관,37.552782,126.981979,19221005
8,서울특별시교육청용산도서관,12,용산구,서울특별시 용산구 두텁바위로 160,02-6902-7777,,http://yslib.sen.go.kr/yslib_index.jsp,,매월 둘째 넷째 화요일 법정공휴일(일요일을 제외한 관공서 공휴일),공공도서관,37.55191,126.980139,19810421
1782,순천향대학병원 의학도서관,12,용산구,서울특별시 용산구 대사관로 59 순천향대학병원 향설교육관 3층,02-709-9797,,http://www.schmc.ac.kr/seoul/kor/library/index.do,,일요일 공휴일,,37.533936,127.004334,
718,어린이 아뜰리에,12,용산구,서울특별시 용산구 이촌로 248(한강맨션) 31동 3층,010-4000-4623,,http://cafe.daum.net/Hbook?t__nil_cafemy=item,,토일공휴일,작은도서관,37.5194042,126.975067,20090617
1668,오렌지나무,12,용산구,서울특별시 용산구 새창로12길 13 용문동주민센터 1층,02-2199-8754,,,,,작은도서관,37.5389612,126.9575891,
2100,오렌지나무 작은도서관,12,용산구,서울특별시 용산구 새창로12길 13 (도원동),02-2199-8754,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.53895425,126.9575829,
722,용산2가동 새마을문고,12,용산구,서울특별시 용산구 신흥로 90(용산2가동 주민센터) 지하1층,02-2199-8420,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.5476582,126.985567,19961230
1357,용산e편한세상 북카페,12,용산구,서울특별시 용산구 원효로 216(용산e편한세상) 109동 1층,070-8899-8842,,http://hyochang.ijesus.net,,수 일요일,작은도서관,37.5348124,126.966923,20120621
2129,용산꿈나무도서관,12,용산구,서울특별시 용산구 백범로329(원효로1가 꿈나무타운) 3층,02-707-0138,,https://www.yslibrary.or.kr/,,매주 월요일 및 법정 공휴일,공공도서관,37.53890263,126.9650145,
2111,원동글마루 작은도서관,12,용산구,서울특별시 용산구 원효로64길 25 (원효로2가),02-713-8172,,,,매주(월) 법정공휴일,작은도서관,37.5354715,126.9646314,
2097,원효로제2동 작은도서관 두드림,12,용산구,서울특별시 용산구 효창원로8길 3(원효로제2동 주민센터) 4층,02-2199-8500,,https://www.yslibrary.or.kr/(예정),,매주 토일요일 및 법정 공휴일,작은도서관,37.53435322,126.9515483,
2112,이태원 글빛 작은도서관,12,용산구,서울특별시 용산구 이태원로15길 1(이태원동),02-795-9146,,,,월 ,작은도서관,37.53461864,126.9901929,
726,이태원2동새마을문고,12,용산구,서울특별시 용산구 회나무로13길 58 이태원2동 주민센터,02-2199-8759,2199-5960,,,토 일요일,작은도서관,37.5430632,126.990138,20071105
1730,일본국제교류기금 서울문화센터 문화정보실,12,용산구,서울특별시 용산구 한강대로 366 트윈시티남산 오피스동 2층,02-397-2860,,http://lib.jpf.or.kr/,,일요일 기관방침에 따른 휴관,,37.556292,126.937236,
